id,name,artifact_type,category,availability,status,primary_url,description
prompt-management-and-versioning--promptlayer,PromptLayer,tool,Prompt Management and Versioning,commercial,active,https://www.promptlayer.com,"PromptLayer is a prompt-management platform with a visual registry, version history, release labels, request logging, evaluations, and collaboration workflows for deploying prompt changes independently of application code."
prompt-management-and-versioning--braintrust,Braintrust,tool,Prompt Management and Versioning,commercial,active,https://www.braintrust.dev,"Braintrust is an eval-first AI engineering platform that combines prompt authoring and versioning with datasets, experiments, scorers, environments, production traces, and API-based prompt deployment."
prompt-management-and-versioning--langfuse,Langfuse,tool,Prompt Management and Versioning,open-source,active,https://github.com/langfuse/langfuse,"Langfuse is a self-hostable AI engineering platform with prompt versioning and labels, a playground, OpenTelemetry-based tracing, datasets, evaluations, and a managed cloud option."
prompt-management-and-versioning--agenta,Agenta,tool,Prompt Management and Versioning,open-source,active,https://github.com/Agenta-AI/agenta,"Agenta is an open-source LLMOps platform for prompt variants, playground comparisons, version history, environments, human and automatic evaluation, and OpenTelemetry-native observability."
prompt-management-and-versioning--vellum,Vellum,tool,Prompt Management and Versioning,commercial,active,https://docs.vellum.ai/,"Vellum is an AI development platform with visual prompt and workflow sandboxes, version-controlled deployments, isolated environments, release tags, testing, and API or CI/CD promotion workflows."
prompt-management-and-versioning--portkey,Portkey,tool,Prompt Management and Versioning,open-core,active,https://github.com/Portkey-AI/gateway,"Portkey is an open-source AI gateway paired with hosted and enterprise features for prompt templates, collaborative versioning, model routing, caching, guardrails, logging, and tracing."
prompt-management-and-versioning--langsmith,LangSmith,tool,Prompt Management and Versioning,commercial,active,https://docs.langchain.com/langsmith/manage-prompts,"LangSmith is LangChain's framework-agnostic platform for prompt authoring, commits, tags, playground testing, datasets, evaluation, and traces, with SDK access to prompts by name or version."
prompt-management-and-versioning--latitude,Latitude,tool,Prompt Management and Versioning,open-source,active,https://github.com/latitude-dev/latitude-llm,"Latitude is an open-source prompt engineering platform with a prompt language, versions, playgrounds, API deployment, evaluations, datasets, logs, and a managed cloud service."
prompt-management-and-versioning--weights-biases-weave,Weights & Biases Weave,tool,Prompt Management and Versioning,open-core,active,https://github.com/wandb/weave,"W&B Weave is an open-source toolkit and hosted platform for versioning prompts and application objects, tracing calls, evaluating outputs, comparing experiments, and monitoring production behavior."
prompt-management-and-versioning--orq-ai,Orq.ai,tool,Prompt Management and Versioning,commercial,active,https://orq.ai,"Orq.ai is a collaborative generative-AI platform for managing prompts, model configurations, deployments, experiments, evaluations, guardrails, and application observability across development environments."
context-assembly-and-application-frameworks--langchain,LangChain,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/langchain-ai/langchain,"LangChain is a framework for composing model calls, messages, retrievers, tools, middleware, and agent components through common Python and JavaScript interfaces."
context-assembly-and-application-frameworks--langgraph,LangGraph,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/langchain-ai/langgraph,"LangGraph is a low-level orchestration framework for long-running, stateful agents, with graph control flow, checkpoints, persistence, streaming, interrupts, and human-in-the-loop execution."
context-assembly-and-application-frameworks--llamaindex,LlamaIndex,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/run-llama/llama_index,"LlamaIndex is a data framework for agentic applications that assembles context through connectors, indexes, retrievers, query engines, agents, workflows, and structured data integrations."
context-assembly-and-application-frameworks--haystack,Haystack,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/deepset-ai/haystack,"Haystack is a component-based orchestration framework with explicit pipelines for retrieval, routing, memory, tools, generation, and evaluation in RAG and agent applications."
context-assembly-and-application-frameworks--dspy,DSPy,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/stanfordnlp/dspy,"DSPy is a framework for programming language-model pipelines as typed modules and signatures, then optimizing prompts or weights against examples and a user-defined metric."
context-assembly-and-application-frameworks--pydanticai,PydanticAI,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/pydantic/pydantic-ai,"PydanticAI is a Python agent framework built around typed dependencies, model-agnostic providers, tool definitions, structured results, message history, durable execution, tracing, and evaluations."
context-assembly-and-application-frameworks--mastra,Mastra,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/mastra-ai/mastra,"Mastra is a TypeScript framework for agents and workflows with model routing, tools, MCP support, RAG, memory, evaluations, observability, and deployment adapters."
context-assembly-and-application-frameworks--semantic-kernel,Semantic Kernel,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/microsoft/semantic-kernel,"Semantic Kernel is Microsoft's SDK for combining prompts, native functions, plugins, vector stores, process orchestration, filters, and agents across .NET, Python, and Java."
context-assembly-and-application-frameworks--autogen,AutoGen,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/microsoft/autogen,"AutoGen is Microsoft's event-driven framework for building single- and multi-agent applications with messages, tools, model clients, teams, termination rules, and distributed runtimes."
context-assembly-and-application-frameworks--crewai,CrewAI,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/crewAIInc/crewAI,"CrewAI is a Python framework for role-based agents and event-driven flows, with tasks, tools, memory, knowledge sources, structured outputs, and human feedback."
context-assembly-and-application-frameworks--openai-agents-sdk,OpenAI Agents SDK,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/openai/openai-agents-python,"OpenAI Agents SDK is an open-source framework for agents, tools, handoffs, guardrails, sessions, model context, MCP servers, and built-in tracing across supported model providers."
context-assembly-and-application-frameworks--google-agent-development-kit,Google Agent Development Kit,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/google/adk-python,"Google ADK is an open-source framework for composing agents, workflows, tools, sessions, state, memory, callbacks, artifacts, evaluation, and deployment while remaining model- and platform-flexible."
context-assembly-and-application-frameworks--vercel-ai-sdk,Vercel AI SDK,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/vercel/ai,"Vercel AI SDK is a TypeScript toolkit for model-provider abstraction, streaming text and objects, tool calling, agent loops, message conversion, middleware, and frontend chat state."
context-assembly-and-application-frameworks--smolagents,smolagents,framework-or-library,Context Assembly and Application Frameworks,open-source,active,https://github.com/huggingface/smolagents,"smolagents is Hugging Face's compact agent library for code or tool-calling agents, supporting local and hosted models, sandboxed execution, managed tools, MCP, and multimodal inputs."
context-compression-and-summarization--llmlingua,LLMLingua,tool,Context Compression and Summarization,open-source,active,https://github.com/microsoft/LLMLingua,"LLMLingua is Microsoft's prompt-compression method and library, using a smaller language model and a budget controller to identify and remove lower-information tokens before inference."
context-compression-and-summarization--longllmlingua,LongLLMLingua,tool,Context Compression and Summarization,open-source,active,https://github.com/microsoft/LLMLingua,"LongLLMLingua is the query-aware long-context method in the LLMLingua library, adding document ranking, variable compression budgets, token pruning, and reordering to preserve question-relevant evidence."
context-compression-and-summarization--selective-context,Selective Context,tool,Context Compression and Summarization,open-source,active,https://github.com/liyucheng09/Selective_Context,Selective Context is a prompt-compression implementation that scores lexical units by self-information and removes less informative content from documents or conversation histories.
context-compression-and-summarization--pctoolkit,PCToolkit,tool,Context Compression and Summarization,open-source,active,https://github.com/3DAgentWorld/Toolkit-for-Prompt-Compression,"PCToolkit is a unified prompt-compression toolkit with common interfaces for Selective Context, LLMLingua-family methods, SCRL, and KiS, plus datasets and evaluation metrics."
context-compression-and-summarization--resum,ReSum,tool,Context Compression and Summarization,open-source,active,https://github.com/Alibaba-NLP/DeepResearch/tree/main/WebAgent/WebResummer,"ReSum is Alibaba's runnable web-agent context-summarization system, periodically replacing growing interaction history with restartable reasoning states and providing the specialized ReSumTool summarizer. Paper"
context-compression-and-summarization--autocompressors,AutoCompressors,tool,Context Compression and Summarization,open-source,active,https://github.com/princeton-nlp/AutoCompressors,AutoCompressors is Princeton's implementation for training language models to compress preceding context into summary vectors that are carried forward as soft prompts.
context-compression-and-summarization--500xcompressor,500xCompressor,tool,Context Compression and Summarization,open-source,active,https://github.com/ZongqianLi/500xCompressor,500xCompressor is a research implementation for encoding long natural-language prompts into compact textual representations and reconstructing task-relevant information with a language model.
context-compression-and-summarization--kvpress,KVPress,tool,Context Compression and Summarization,open-source,active,https://github.com/NVIDIA/kvpress,"KVPress is NVIDIA's library for evaluating and applying KV-cache compression methods to Hugging Face models, including token eviction policies and long-context benchmarks."
context-compression-and-summarization--kvcache-factory,KVCache-Factory,tool,Context Compression and Summarization,open-source,active,https://github.com/Zefan-Cai/KVCache-Factory,KVCache-Factory is a research codebase that collects KV-cache compression methods and evaluation workflows for reducing attention-cache memory during long-context generation.
long-context-routing-and-processing--vllm-semantic-router,vLLM Semantic Router,tool,Long-Context Routing and Processing,open-source,active,https://github.com/vllm-project/semantic-router,"vLLM Semantic Router is an Envoy-based routing control plane that can classify requests by context length, semantics, domain, language, risk, latency, and other signals before selecting a model path."
long-context-routing-and-processing--routellm,RouteLLM,tool,Long-Context Routing and Processing,open-source,active,https://github.com/lm-sys/RouteLLM,"RouteLLM is a framework for training, serving, and evaluating routers that choose between stronger and weaker language models according to a configurable cost-quality threshold."
long-context-routing-and-processing--llmrouter,LLMRouter,tool,Long-Context Routing and Processing,open-source,active,https://github.com/ulab-uiuc/LLMRouter,"LLMRouter is a library and CLI with multiple learned and heuristic routing algorithms for selecting models by query characteristics, expected performance, and cost."
long-context-routing-and-processing--litellm,LiteLLM,tool,Long-Context Routing and Processing,open-core,active,https://github.com/BerriAI/litellm,"LiteLLM is an open-source model gateway and SDK that normalizes provider APIs and supports routing, fallbacks, retries, budgets, context-window fallbacks, caching, and usage tracking."
long-context-routing-and-processing--openrouter,OpenRouter,tool,Long-Context Routing and Processing,commercial,active,https://openrouter.ai/docs,"OpenRouter is a hosted unified API and marketplace for models from multiple providers, exposing model context limits and offering provider routing, fallbacks, and usage accounting."
long-context-routing-and-processing--vllm,vLLM,tool,Long-Context Routing and Processing,open-source,active,https://github.com/vllm-project/vllm,"vLLM is an inference and serving engine that uses PagedAttention, continuous batching, prefix caching, distributed execution, and optimized kernels to process large model contexts efficiently."
long-context-routing-and-processing--sglang,SGLang,tool,Long-Context Routing and Processing,open-source,active,https://github.com/sgl-project/sglang,"SGLang is a serving framework and language-model runtime with RadixAttention prefix reuse, structured generation, parallelism, quantization, and scheduling for long or shared contexts."
long-context-routing-and-processing--tensorrt-llm,TensorRT-LLM,tool,Long-Context Routing and Processing,open-source,active,https://github.com/NVIDIA/TensorRT-LLM,"TensorRT-LLM is NVIDIA's inference library for optimized transformer execution, including paged KV caches, in-flight batching, quantization, parallelism, and long-sequence serving on NVIDIA GPUs."
agent-memory-and-state--mem0,Mem0,tool,Agent Memory and State,open-core,active,https://github.com/mem0ai/mem0,"Mem0 is an open-source memory layer and managed service for extracting, storing, updating, and searching user-, session-, and agent-scoped memories with vector and graph backends."
agent-memory-and-state--letta-formerly-memgpt,Letta (formerly MemGPT),tool,Agent Memory and State,open-core,active,https://github.com/letta-ai/letta-code,"Letta is a stateful-agent platform descended from MemGPT, with editable memory blocks, archival memory, persistent identity, skills, local execution, self-hosting, and a managed agent cloud."
agent-memory-and-state--zep,Zep,tool,Agent Memory and State,commercial,active,https://www.getzep.com,"Zep is a managed context-engineering and agent-memory service that constructs temporal, entity-aware context from conversations and business data using the Graphiti engine."
agent-memory-and-state--langmem,LangMem,tool,Agent Memory and State,open-source,active,https://github.com/langchain-ai/langmem,"LangMem is LangChain's SDK for extracting, consolidating, searching, and updating semantic, episodic, and procedural memories in long-running LangGraph agents."
agent-memory-and-state--memary,Memary,tool,Agent Memory and State,open-source,active,https://github.com/kingjulio8238/Memary,"Memary is an open-source long-term memory layer for autonomous agents, using a memory stream, entity knowledge store, and knowledge graph to retrieve user-relevant information."
agent-memory-and-state--graphiti,Graphiti,tool,Agent Memory and State,open-source,active,https://github.com/getzep/graphiti,"Graphiti is an open-source framework for building temporally aware knowledge graphs from changing data, with entity resolution, provenance, hybrid retrieval, and bi-temporal fact histories."
agent-memory-and-state--hindsight,Hindsight,tool,Agent Memory and State,open-core,active,https://github.com/vectorize-io/hindsight,"Hindsight is an open-source memory system and managed service that stores observations, derives structured memories, and retrieves them through multiple semantic and temporal strategies."
agent-memory-and-state--cognee,Cognee,tool,Agent Memory and State,open-core,active,https://github.com/topoteretes/cognee,"Cognee is an open-source memory and data framework that turns documents and conversations into graph and vector representations for retrieval by agents, with a managed platform available."
agent-memory-and-state--supermemory,Supermemory,tool,Agent Memory and State,open-core,active,https://github.com/supermemoryai/supermemory,"Supermemory is an open-source memory and retrieval service with ingestion, extraction, vector search, user-scoped profiles, SDKs, and a hosted API for AI applications."
agent-memory-and-state--basic-memory,Basic Memory,tool,Agent Memory and State,open-source,active,https://github.com/basicmachines-co/basic-memory,"Basic Memory is a local-first knowledge and memory system that stores Markdown notes, builds semantic links, and exposes project context to MCP-compatible assistants."
agent-memory-and-state--openviking,OpenViking,tool,Agent Memory and State,open-source,active,https://github.com/volcengine/OpenViking,"OpenViking is a context database for agents that organizes memories, resources, and skills in a filesystem-like hierarchy with retrieval and context-delivery interfaces."
agent-memory-and-state--memsearch,MemSearch,tool,Agent Memory and State,open-source,active,https://github.com/zilliztech/memsearch,"MemSearch is a Zilliz project for indexing conversational history and retrieving relevant memories for agents through a configurable extraction, storage, and search pipeline."
rag-and-retrieval-context--qdrant,Qdrant,tool,RAG and Retrieval Context,open-core,active,https://github.com/qdrant/qdrant,"Qdrant is an open-source vector database and managed cloud supporting dense, sparse, and hybrid retrieval, metadata filtering, multivectors, quantization, and payload-aware ranking."
rag-and-retrieval-context--chroma,Chroma,tool,RAG and Retrieval Context,open-core,active,https://github.com/chroma-core/chroma,"Chroma is an open-source retrieval database and hosted service for storing documents, embeddings, and metadata, then querying them for application context."
rag-and-retrieval-context--milvus,Milvus,tool,RAG and Retrieval Context,open-source,active,https://github.com/milvus-io/milvus,"Milvus is a distributed open-source vector database for large-scale similarity search with dense, sparse, hybrid, filtered, and multimodal retrieval."
rag-and-retrieval-context--weaviate,Weaviate,tool,RAG and Retrieval Context,open-core,active,https://github.com/weaviate/weaviate,"Weaviate is an open-source vector database and managed service with hybrid search, filters, reranking, generative integrations, multitenancy, and replication."
rag-and-retrieval-context--pinecone,Pinecone,tool,RAG and Retrieval Context,commercial,active,https://www.pinecone.io,"Pinecone is a managed vector database for dense and sparse retrieval, metadata filtering, namespaces, reranking, and serverless scaling in production RAG systems."
rag-and-retrieval-context--lancedb,LanceDB,tool,RAG and Retrieval Context,open-core,active,https://github.com/lancedb/lancedb,"LanceDB is an open-source embedded retrieval library and cloud service built on the Lance format, supporting vector, full-text, SQL, and multimodal search."
rag-and-retrieval-context--faiss,FAISS,tool,RAG and Retrieval Context,open-source,active,https://github.com/facebookresearch/faiss,"FAISS is Meta's library for efficient clustering and similarity search over dense vectors, with CPU and GPU indexes used as a low-level retrieval component."
rag-and-retrieval-context--vespa,Vespa,tool,RAG and Retrieval Context,open-source,active,https://github.com/vespa-engine/vespa,"Vespa is an open-source serving engine for search, recommendation, and RAG with lexical, vector, hybrid, filtered, and learned ranking over continuously updated data."
rag-and-retrieval-context--txtai,txtai,tool,RAG and Retrieval Context,open-source,active,https://github.com/neuml/txtai,"txtai is an all-in-one embeddings database and workflow framework for semantic search, hybrid search, graph traversal, RAG, reranking, and model pipelines."
rag-and-retrieval-context--ragflow,RAGFlow,tool,RAG and Retrieval Context,open-core,active,https://github.com/infiniflow/ragflow,"RAGFlow is an open-source RAG engine and commercial service combining document understanding, chunking, hybrid retrieval, reranking, grounded generation, citations, and agent workflows."
rag-and-retrieval-context--graphrag,GraphRAG,tool,RAG and Retrieval Context,open-source,active,https://github.com/microsoft/graphrag,"GraphRAG is Microsoft's library for extracting a knowledge graph and community summaries from text, then answering global or local questions with graph-derived context."
rag-and-retrieval-context--lightrag,LightRAG,tool,RAG and Retrieval Context,open-source,active,https://github.com/HKUDS/LightRAG,LightRAG is an open-source RAG implementation that combines graph-based knowledge extraction with vector retrieval and multiple query modes for local and global context.
rag-and-retrieval-context--ragatouille,RAGatouille,tool,RAG and Retrieval Context,open-source,active,https://github.com/AnswerDotAI/RAGatouille,"RAGatouille is a library for training and using ColBERT late-interaction retrievers, providing token-level ranking and integrations for adding retrieved passages to RAG pipelines."
document-parsing-chunking-and-ingestion--unstructured,Unstructured,tool,"Document Parsing, Chunking, and Ingestion",open-core,active,https://github.com/Unstructured-IO/unstructured,"Unstructured is an open-source document processing library and commercial platform for partitioning, cleaning, enriching, chunking, and ingesting PDFs, office files, HTML, images, and other formats."
document-parsing-chunking-and-ingestion--docling,Docling,tool,"Document Parsing, Chunking, and Ingestion",open-source,active,https://github.com/docling-project/docling,"Docling is an open-source document conversion toolkit for PDFs, office files, HTML, images, tables, formulas, reading order, OCR, structured exports, and provenance-aware chunking."
document-parsing-chunking-and-ingestion--llamaparse,LlamaParse,tool,"Document Parsing, Chunking, and Ingestion",commercial,active,https://www.llamaindex.ai/llamaparse,"LlamaParse is LlamaIndex's hosted document parser for OCR, complex layouts, tables, charts, formulas, instructions, and structured output used in retrieval and extraction pipelines."
document-parsing-chunking-and-ingestion--chonkie,Chonkie,tool,"Document Parsing, Chunking, and Ingestion",open-core,active,https://github.com/chonkie-inc/chonkie,"Chonkie is an open-source ingestion and chunking library with token, sentence, recursive, semantic, late, code, neural, table, and high-throughput chunkers plus a cloud service."
document-parsing-chunking-and-ingestion--semantic-text-splitter,semantic-text-splitter,tool,"Document Parsing, Chunking, and Ingestion",open-source,active,https://github.com/benbrandt/text-splitter,"semantic-text-splitter is a Rust, Python, and JavaScript library that splits text, Markdown, code, and other structured content into capacity-bounded chunks at semantically sensible boundaries."
document-parsing-chunking-and-ingestion--marker,Marker,tool,"Document Parsing, Chunking, and Ingestion",open-core,active,https://github.com/datalab-to/marker,"Marker is an open-source document converter and hosted API for turning PDFs, images, presentations, and office documents into Markdown, JSON, HTML, chunks, and structured schemas."
document-parsing-chunking-and-ingestion--mineru,MinerU,tool,"Document Parsing, Chunking, and Ingestion",open-source,active,https://github.com/opendatalab/MinerU,"MinerU is an open-source document extraction toolkit that converts complex PDFs into Markdown or JSON while preserving reading order, tables, formulas, images, and layout."
document-parsing-chunking-and-ingestion--megaparse,MegaParse,tool,"Document Parsing, Chunking, and Ingestion",open-source,active,https://github.com/QuivrHQ/MegaParse,"MegaParse is an open-source parser for converting PDFs, Word documents, and presentations into structured text using selectable OCR, vision-model, and traditional parsing strategies."
document-parsing-chunking-and-ingestion--firecrawl,Firecrawl,tool,"Document Parsing, Chunking, and Ingestion",open-core,active,https://github.com/mendableai/firecrawl,"Firecrawl is an open-source web-data API and hosted service for crawling, scraping, searching, and converting websites into clean Markdown or structured data for model context."
document-parsing-chunking-and-ingestion--apache-tika,Apache Tika,tool,"Document Parsing, Chunking, and Ingestion",open-source,active,https://github.com/apache/tika,"Apache Tika is a content detection and extraction toolkit supporting more than a thousand file types, metadata extraction, language detection, and server or library deployment."
document-parsing-chunking-and-ingestion--pymupdf4llm,PyMuPDF4LLM,tool,"Document Parsing, Chunking, and Ingestion",open-core,active,https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/,"PyMuPDF4LLM is a document-extraction helper built on PyMuPDF for producing Markdown, text, JSON, page chunks, images, and layout-aware output for LLM and RAG workflows."
tool-context-and-model-context-protocol--model-context-protocol-specification,Model Context Protocol specification,model,Tool Context and Model Context Protocol,open-source,active,https://github.com/modelcontextprotocol/modelcontextprotocol,"Model Context Protocol is an open protocol defining how AI applications discover and invoke tools, read resources, use prompt templates, negotiate capabilities, authenticate, and exchange messages with servers."
tool-context-and-model-context-protocol--official-mcp-registry,Official MCP Registry,model,Tool Context and Model Context Protocol,open-source,active,https://github.com/modelcontextprotocol/registry,"Official MCP Registry is the community-driven registry service and API for publishing and discovering MCP servers, with namespace authentication and package metadata."
tool-context-and-model-context-protocol--mcp-reference-servers,MCP Reference Servers,model,Tool Context and Model Context Protocol,open-source,active,https://github.com/modelcontextprotocol/servers,MCP Reference Servers is the steering group's repository of small reference implementations that demonstrate protocol features and official SDK usage; broader discovery now lives in the registry.
tool-context-and-model-context-protocol--mcp-typescript-sdk,MCP TypeScript SDK,model,Tool Context and Model Context Protocol,open-source,active,https://github.com/modelcontextprotocol/typescript-sdk,"MCP TypeScript SDK is the official TypeScript implementation for building MCP clients and servers with supported transports, schemas, authentication helpers, tools, resources, and prompts."
